inst#,actual,predicted,error,prediction
2301,50:241,24:101,+,0.126
2302,49:231,24:101,+,0.059
2303,49:231,24:101,+,0.066
2304,49:231,49:231,,0.064
2305,49:231,47:180,+,0.074
2306,49:231,24:101,+,0.076
2307,49:231,24:101,+,0.073
2308,49:231,24:101,+,0.075
2309,49:231,24:101,+,0.076
2310,49:231,24:101,+,0.078
2311,49:231,24:101,+,0.088
2312,49:231,47:180,+,0.071
2313,29:106,24:101,+,0.159
2314,29:106,18:60,+,0.08
2315,29:106,24:101,+,0.098
2316,29:106,24:101,+,0.124
2317,29:106,24:101,+,0.113
2318,29:106,24:101,+,0.081
2319,29:106,24:101,+,0.098
2320,29:106,24:101,+,0.075
2321,29:106,24:101,+,0.132
2322,29:106,24:101,+,0.109
2323,29:106,24:101,+,0.117
2324,29:106,24:101,+,0.112
2325,19:96,24:101,+,0.1
2326,19:96,24:101,+,0.064
2327,19:96,24:101,+,0.072
2328,19:96,24:101,+,0.058
2329,19:96,24:101,+,0.064
2330,19:96,47:180,+,0.083
2331,19:96,24:101,+,0.085
2332,19:96,24:101,+,0.065
2333,19:96,24:101,+,0.094
2334,19:96,24:101,+,0.063
2335,19:96,24:101,+,0.076
2336,47:180,24:101,+,0.068
2337,47:180,24:101,+,0.079
2338,47:180,48:186,+,0.083
2339,47:180,49:231,+,0.069
2340,47:180,49:231,+,0.081
2341,47:180,24:101,+,0.078
2342,47:180,24:101,+,0.072
2343,47:180,24:101,+,0.147
2344,47:180,24:101,+,0.071
2345,47:180,49:231,+,0.073
2346,47:180,24:101,+,0.096
2347,43:120,18:60,+,0.211
2348,43:120,24:101,+,0.107
2349,43:120,24:101,+,0.101
2350,43:120,24:101,+,0.087
2351,43:120,24:101,+,0.141
2352,43:120,24:101,+,0.112
2353,43:120,18:60,+,0.103
2354,43:120,24:101,+,0.142
2355,43:120,20:97,+,0.1
2356,6:45,24:101,+,0.096
2357,6:45,19:96,+,0.067
2358,6:45,49:231,+,0.088
2359,6:45,24:101,+,0.095
2360,6:45,24:101,+,0.136
2361,6:45,24:101,+,0.154
2362,6:45,24:101,+,0.114
2363,6:45,24:101,+,0.099
2364,6:45,24:101,+,0.067
2365,6:45,49:231,+,0.062
2366,6:45,49:231,+,0.09
2367,6:45,24:101,+,0.082
2368,6:45,24:101,+,0.157
2369,6:45,24:101,+,0.149
2370,6:45,24:101,+,0.092
2371,6:45,24:101,+,0.082
2372,14:54,24:101,+,0.085
2373,14:54,17:57,+,0.077
2374,14:54,24:101,+,0.1
2375,14:54,24:101,+,0.102
2376,14:54,24:101,+,0.122
2377,14:54,24:101,+,0.086
2378,14:54,24:101,+,0.096
2379,14:54,24:101,+,0.106
2380,14:54,24:101,+,0.092
2381,14:54,24:101,+,0.109
2382,14:54,24:101,+,0.111
2383,14:54,24:101,+,0.095
2384,14:54,24:101,+,0.143
2385,14:54,24:101,+,0.121
2386,14:54,24:101,+,0.077
2387,14:54,24:101,+,0.07
2388,14:54,24:101,+,0.089
2389,14:54,24:101,+,0.095
2390,42:119,24:101,+,0.149
2391,42:119,24:101,+,0.136
2392,42:119,24:101,+,0.128
2393,42:119,24:101,+,0.143
2394,42:119,24:101,+,0.135
2395,42:119,24:101,+,0.096
2396,42:119,24:101,+,0.102
2397,42:119,24:101,+,0.147
2398,2:13,24:101,+,0.142
2399,2:13,24:101,+,0.129
2400,2:13,24:101,+,0.152
1,10:50,24:101,+,0.077
2,10:50,14:54,+,0.109
3,10:50,24:101,+,0.114
4,10:50,24:101,+,0.132
5,10:50,16:56,+,0.109
6,10:50,24:101,+,0.118
7,10:50,17:57,+,0.076
8,10:50,24:101,+,0.08
9,10:50,24:101,+,0.092
10,10:50,24:101,+,0.109
11,10:50,24:101,+,0.104
12,10:50,24:101,+,0.139
13,10:50,24:101,+,0.091
14,10:50,24:101,+,0.082
15,10:50,24:101,+,0.121
16,10:50,24:101,+,0.111
17,10:50,24:101,+,0.141
18,10:50,8:48,+,0.101
19,10:50,24:101,+,0.121
20,10:50,24:101,+,0.123
21,10:50,24:101,+,0.144
22,10:50,24:101,+,0.091
23,48:186,24:101,+,0.103
24,48:186,24:101,+,0.083
25,48:186,24:101,+,0.085
26,48:186,24:101,+,0.068
27,48:186,24:101,+,0.101
28,48:186,24:101,+,0.078
29,48:186,24:101,+,0.085
30,48:186,24:101,+,0.105
31,48:186,18:60,+,0.067
32,48:186,24:101,+,0.077
33,48:186,24:101,+,0.089
34,20:97,24:101,+,0.101
35,20:97,24:101,+,0.116
36,20:97,24:101,+,0.153
37,20:97,20:97,,0.076
38,20:97,24:101,+,0.095
39,20:97,24:101,+,0.106
40,20:97,24:101,+,0.145
41,20:97,24:101,+,0.116
42,20:97,24:101,+,0.107
43,20:97,24:101,+,0.094
44,20:97,24:101,+,0.132
45,20:97,24:101,+,0.132
46,20:97,24:101,+,0.097
47,20:97,24:101,+,0.112
48,20:97,24:101,+,0.122
49,20:97,24:101,+,0.158
50,20:97,24:101,+,0.107
51,20:97,24:101,+,0.085
52,20:97,24:101,+,0.124
53,20:97,24:101,+,0.142
54,20:97,24:101,+,0.119
55,20:97,24:101,+,0.124
56,20:97,24:101,+,0.132
57,20:97,24:101,+,0.101
58,20:97,24:101,+,0.144
59,20:97,24:101,+,0.133
60,20:97,24:101,+,0.12
61,20:97,24:101,+,0.125
62,20:97,24:101,+,0.138
63,20:97,24:101,+,0.109
64,20:97,24:101,+,0.113
65,20:97,24:101,+,0.123
66,20:97,24:101,+,0.144
67,20:97,24:101,+,0.137
68,20:97,24:101,+,0.118
69,20:97,24:101,+,0.11
70,20:97,24:101,+,0.119
71,20:97,24:101,+,0.116
72,20:97,18:60,+,0.203
73,20:97,24:101,+,0.092
74,20:97,24:101,+,0.135
75,20:97,24:101,+,0.127
76,20:97,24:101,+,0.11
77,20:97,24:101,+,0.121
78,20:97,20:97,,0.132
79,20:97,24:101,+,0.144
80,20:97,24:101,+,0.148
81,20:97,24:101,+,0.13
82,20:97,24:101,+,0.152
83,20:97,24:101,+,0.159
84,20:97,24:101,+,0.098
85,20:97,24:101,+,0.132
86,20:97,24:101,+,0.125
87,20:97,24:101,+,0.156
88,20:97,24:101,+,0.122
89,20:97,24:101,+,0.123
90,20:97,24:101,+,0.08
91,20:97,24:101,+,0.155
92,20:97,24:101,+,0.13
93,20:97,24:101,+,0.166
94,20:97,24:101,+,0.117
95,20:97,24:101,+,0.132
96,20:97,24:101,+,0.132
97,20:97,24:101,+,0.141
98,20:97,24:101,+,0.124
99,20:97,24:101,+,0.131
100,20:97,24:101,+,0.126
101,20:97,24:101,+,0.118
102,20:97,24:101,+,0.084
103,20:97,24:101,+,0.1
104,20:97,24:101,+,0.122
105,20:97,24:101,+,0.117
106,20:97,24:101,+,0.106
107,20:97,24:101,+,0.134
108,20:97,24:101,+,0.163
109,20:97,24:101,+,0.145
110,20:97,24:101,+,0.127
111,20:97,24:101,+,0.112
112,20:97,24:101,+,0.157
113,20:97,24:101,+,0.118
114,20:97,24:101,+,0.117
115,20:97,24:101,+,0.11
116,20:97,24:101,+,0.129
117,20:97,24:101,+,0.15
118,20:97,24:101,+,0.147
119,20:97,24:101,+,0.134
120,20:97,24:101,+,0.141
121,20:97,24:101,+,0.11
122,20:97,24:101,+,0.193
123,20:97,24:101,+,0.149
124,20:97,24:101,+,0.117
125,20:97,24:101,+,0.144
126,20:97,24:101,+,0.105
127,20:97,24:101,+,0.125
128,20:97,24:101,+,0.127
129,20:97,24:101,+,0.118
130,20:97,24:101,+,0.127
131,20:97,24:101,+,0.128
132,20:97,24:101,+,0.152
133,20:97,24:101,+,0.196
134,20:97,24:101,+,0.125
135,20:97,24:101,+,0.103
136,20:97,24:101,+,0.126
137,20:97,24:101,+,0.153
138,20:97,24:101,+,0.128
139,20:97,24:101,+,0.12
140,20:97,24:101,+,0.119
141,20:97,24:101,+,0.107
142,20:97,24:101,+,0.1
143,20:97,24:101,+,0.138
144,20:97,24:101,+,0.176
145,20:97,24:101,+,0.123
146,20:97,24:101,+,0.128
147,20:97,24:101,+,0.118
148,20:97,24:101,+,0.122
149,20:97,24:101,+,0.098
150,20:97,24:101,+,0.119
151,20:97,24:101,+,0.124
152,20:97,24:101,+,0.118
153,20:97,24:101,+,0.133
154,20:97,24:101,+,0.142
155,20:97,24:101,+,0.155
156,20:97,24:101,+,0.145
157,20:97,24:101,+,0.128
158,20:97,24:101,+,0.146
159,20:97,24:101,+,0.119
160,20:97,24:101,+,0.119
161,20:97,24:101,+,0.13
162,20:97,24:101,+,0.096
163,20:97,24:101,+,0.11
164,20:97,20:97,,0.097
165,20:97,24:101,+,0.132
166,20:97,24:101,+,0.133
167,20:97,24:101,+,0.118
168,20:97,24:101,+,0.152
169,20:97,24:101,+,0.111
170,20:97,24:101,+,0.144
171,20:97,24:101,+,0.122
172,20:97,24:101,+,0.097
173,20:97,24:101,+,0.127
174,20:97,24:101,+,0.121
175,20:97,24:101,+,0.158
176,20:97,24:101,+,0.146
177,20:97,24:101,+,0.13
178,20:97,24:101,+,0.128
179,20:97,24:101,+,0.104
180,20:97,24:101,+,0.134
181,20:97,24:101,+,0.118
182,20:97,24:101,+,0.105
183,20:97,24:101,+,0.113
184,20:97,24:101,+,0.15
185,20:97,24:101,+,0.111
186,20:97,24:101,+,0.099
187,20:97,24:101,+,0.137
188,20:97,24:101,+,0.121
189,20:97,24:101,+,0.099
190,20:97,24:101,+,0.096
191,20:97,24:101,+,0.09
192,20:97,24:101,+,0.129
193,20:97,24:101,+,0.126
194,20:97,24:101,+,0.128
195,20:97,20:97,,0.13
196,20:97,24:101,+,0.119
197,20:97,24:101,+,0.154
198,20:97,24:101,+,0.107
199,20:97,24:101,+,0.132
200,20:97,20:97,,0.09
201,20:97,24:101,+,0.133
202,20:97,20:97,,0.097
203,20:97,24:101,+,0.083
204,20:97,24:101,+,0.119
205,20:97,24:101,+,0.123
206,20:97,24:101,+,0.13
207,20:97,24:101,+,0.127
208,20:97,24:101,+,0.123
209,20:97,24:101,+,0.103
210,20:97,24:101,+,0.139
211,20:97,24:101,+,0.107
212,20:97,24:101,+,0.126
213,20:97,24:101,+,0.118
214,20:97,24:101,+,0.136
215,20:97,24:101,+,0.124
216,20:97,24:101,+,0.1
217,20:97,24:101,+,0.136
218,20:97,24:101,+,0.093
219,20:97,24:101,+,0.155
220,20:97,24:101,+,0.156
221,20:97,24:101,+,0.115
222,20:97,24:101,+,0.112
223,20:97,24:101,+,0.119
224,20:97,24:101,+,0.117
225,20:97,24:101,+,0.145
226,20:97,24:101,+,0.156
227,20:97,24:101,+,0.138
228,20:97,24:101,+,0.145
229,20:97,24:101,+,0.136
230,20:97,24:101,+,0.113
231,20:97,24:101,+,0.108
232,20:97,24:101,+,0.103
233,20:97,24:101,+,0.131
234,20:97,24:101,+,0.132
235,20:97,24:101,+,0.12
236,20:97,24:101,+,0.136
237,20:97,24:101,+,0.135
238,20:97,24:101,+,0.119
239,20:97,24:101,+,0.14
240,20:97,24:101,+,0.107
241,20:97,24:101,+,0.125
242,20:97,24:101,+,0.157
243,20:97,24:101,+,0.184
244,20:97,24:101,+,0.173
245,20:97,24:101,+,0.097
246,20:97,24:101,+,0.116
247,20:97,24:101,+,0.113
248,20:97,24:101,+,0.124
249,20:97,24:101,+,0.157
250,20:97,24:101,+,0.158
251,20:97,24:101,+,0.13
252,20:97,24:101,+,0.142
253,20:97,24:101,+,0.119
254,20:97,24:101,+,0.122
255,20:97,24:101,+,0.089
256,20:97,24:101,+,0.114
257,20:97,24:101,+,0.082
258,20:97,24:101,+,0.124
259,20:97,24:101,+,0.141
260,20:97,24:101,+,0.145
261,28:105,24:101,+,0.125
262,28:105,24:101,+,0.127
263,28:105,24:101,+,0.138
264,28:105,24:101,+,0.132
265,28:105,24:101,+,0.138
266,28:105,24:101,+,0.138
267,28:105,24:101,+,0.141
268,28:105,24:101,+,0.128
269,28:105,24:101,+,0.091
270,28:105,20:97,+,0.114
271,28:105,24:101,+,0.117
272,28:105,24:101,+,0.114
273,28:105,24:101,+,0.139
274,28:105,24:101,+,0.117
275,28:105,20:97,+,0.114
276,28:105,24:101,+,0.116
277,28:105,24:101,+,0.13
278,28:105,24:101,+,0.109
279,28:105,24:101,+,0.145
280,28:105,24:101,+,0.129
281,28:105,24:101,+,0.086
282,28:105,24:101,+,0.151
283,28:105,24:101,+,0.121
284,28:105,24:101,+,0.094
285,28:105,24:101,+,0.123
286,28:105,24:101,+,0.15
287,28:105,24:101,+,0.144
288,28:105,24:101,+,0.143
289,28:105,24:101,+,0.131
290,28:105,24:101,+,0.135
291,28:105,24:101,+,0.131
292,28:105,24:101,+,0.114
293,28:105,24:101,+,0.136
294,28:105,24:101,+,0.136
295,28:105,24:101,+,0.1
296,28:105,24:101,+,0.135
297,28:105,24:101,+,0.118
298,28:105,24:101,+,0.117
299,28:105,24:101,+,0.137
300,28:105,24:101,+,0.14
301,28:105,24:101,+,0.114
302,28:105,24:101,+,0.148
303,28:105,24:101,+,0.143
304,28:105,24:101,+,0.122
305,28:105,24:101,+,0.129
306,28:105,24:101,+,0.131
307,28:105,24:101,+,0.096
308,28:105,24:101,+,0.12
309,28:105,24:101,+,0.14
310,28:105,24:101,+,0.098
311,28:105,24:101,+,0.141
312,28:105,24:101,+,0.126
313,28:105,24:101,+,0.11
314,28:105,24:101,+,0.14
315,28:105,24:101,+,0.12
316,28:105,24:101,+,0.136
317,28:105,18:60,+,0.214
318,28:105,24:101,+,0.093
319,28:105,24:101,+,0.136
320,28:105,24:101,+,0.11
321,28:105,24:101,+,0.175
322,28:105,24:101,+,0.11
323,28:105,24:101,+,0.098
324,28:105,24:101,+,0.108
325,28:105,24:101,+,0.152
326,28:105,24:101,+,0.141
327,28:105,24:101,+,0.123
328,28:105,24:101,+,0.13
329,28:105,24:101,+,0.134
330,28:105,24:101,+,0.098
331,28:105,24:101,+,0.108
332,28:105,24:101,+,0.115
333,28:105,24:101,+,0.165
334,28:105,24:101,+,0.142
335,28:105,24:101,+,0.125
336,28:105,24:101,+,0.144
337,28:105,24:101,+,0.112
338,28:105,24:101,+,0.123
339,28:105,24:101,+,0.117
340,28:105,24:101,+,0.108
341,28:105,24:101,+,0.124
342,28:105,24:101,+,0.144
343,28:105,24:101,+,0.195
344,28:105,24:101,+,0.103
345,28:105,24:101,+,0.142
346,28:105,24:101,+,0.129
347,28:105,24:101,+,0.142
348,28:105,24:101,+,0.094
349,28:105,24:101,+,0.151
350,28:105,24:101,+,0.123
351,28:105,24:101,+,0.149
352,28:105,24:101,+,0.133
353,28:105,24:101,+,0.095
354,28:105,24:101,+,0.118
355,31:108,24:101,+,0.106
356,31:108,24:101,+,0.098
357,31:108,24:101,+,0.09
358,31:108,24:101,+,0.132
359,31:108,24:101,+,0.137
360,31:108,24:101,+,0.121
361,31:108,24:101,+,0.129
362,31:108,24:101,+,0.087
363,31:108,24:101,+,0.185
364,31:108,24:101,+,0.136
365,31:108,24:101,+,0.13
366,31:108,24:101,+,0.155
367,31:108,24:101,+,0.134
368,31:108,24:101,+,0.147
369,31:108,24:101,+,0.104
370,31:108,24:101,+,0.135
371,31:108,24:101,+,0.133
372,31:108,24:101,+,0.139
373,31:108,24:101,+,0.117
374,31:108,24:101,+,0.102
375,31:108,24:101,+,0.16
376,31:108,24:101,+,0.137
377,31:108,24:101,+,0.136
378,31:108,24:101,+,0.138
379,31:108,24:101,+,0.106
380,31:108,24:101,+,0.122
381,31:108,24:101,+,0.143
382,31:108,24:101,+,0.138
383,31:108,24:101,+,0.159
384,31:108,24:101,+,0.132
385,31:108,24:101,+,0.118
386,31:108,24:101,+,0.086
387,31:108,24:101,+,0.095
388,31:108,24:101,+,0.135
389,31:108,24:101,+,0.124
390,31:108,24:101,+,0.141
391,31:108,24:101,+,0.122
392,31:108,24:101,+,0.102
393,31:108,24:101,+,0.137
394,31:108,24:101,+,0.191
395,31:108,24:101,+,0.126
396,31:108,24:101,+,0.093
397,31:108,24:101,+,0.077
398,31:108,24:101,+,0.119
399,31:108,20:97,+,0.104
400,31:108,24:101,+,0.127
401,31:108,24:101,+,0.103
402,31:108,24:101,+,0.112
403,31:108,24:101,+,0.125
404,31:108,24:101,+,0.116
405,31:108,24:101,+,0.143
406,31:108,24:101,+,0.123
407,31:108,24:101,+,0.134
408,31:108,24:101,+,0.142
409,31:108,24:101,+,0.141
410,31:108,24:101,+,0.127
411,31:108,24:101,+,0.189
412,31:108,24:101,+,0.116
413,31:108,24:101,+,0.142
414,31:108,24:101,+,0.131
415,31:108,24:101,+,0.148
416,31:108,24:101,+,0.145
417,31:108,24:101,+,0.139
418,31:108,24:101,+,0.097
419,31:108,24:101,+,0.147
420,31:108,24:101,+,0.098
421,31:108,24:101,+,0.136
422,31:108,24:101,+,0.117
423,31:108,24:101,+,0.105
424,31:108,24:101,+,0.181
425,31:108,24:101,+,0.119
426,31:108,24:101,+,0.151
427,31:108,24:101,+,0.146
428,31:108,24:101,+,0.139
429,31:108,24:101,+,0.157
430,31:108,24:101,+,0.087
431,31:108,24:101,+,0.14
432,31:108,24:101,+,0.123
433,31:108,24:101,+,0.15
434,31:108,24:101,+,0.142
435,31:108,24:101,+,0.13
436,31:108,24:101,+,0.137
437,31:108,24:101,+,0.155
438,31:108,24:101,+,0.158
439,31:108,24:101,+,0.131
440,31:108,24:101,+,0.111
441,31:108,24:101,+,0.156
442,31:108,24:101,+,0.139
443,31:108,24:101,+,0.106
444,31:108,24:101,+,0.126
445,31:108,24:101,+,0.118
446,31:108,24:101,+,0.131
447,31:108,24:101,+,0.117
448,31:108,24:101,+,0.123
449,31:108,24:101,+,0.122
450,31:108,24:101,+,0.105
451,31:108,24:101,+,0.087
452,31:108,24:101,+,0.137
453,31:108,24:101,+,0.1
454,31:108,24:101,+,0.151
455,31:108,24:101,+,0.097
456,31:108,24:101,+,0.122
457,31:108,24:101,+,0.086
458,31:108,24:101,+,0.135
459,31:108,24:101,+,0.132
460,31:108,24:101,+,0.116
461,31:108,24:101,+,0.157
462,31:108,24:101,+,0.131
463,31:108,24:101,+,0.111
464,31:108,24:101,+,0.123
465,31:108,24:101,+,0.116
466,31:108,24:101,+,0.128
467,31:108,24:101,+,0.155
468,31:108,24:101,+,0.135
469,31:108,24:101,+,0.123
470,31:108,24:101,+,0.14
471,38:115,24:101,+,0.149
472,38:115,24:101,+,0.188
473,38:115,24:101,+,0.129
474,38:115,24:101,+,0.132
475,38:115,24:101,+,0.105
476,38:115,24:101,+,0.134
477,38:115,24:101,+,0.086
478,38:115,24:101,+,0.134
479,38:115,24:101,+,0.164
480,38:115,24:101,+,0.13
481,38:115,24:101,+,0.157
482,38:115,24:101,+,0.166
483,38:115,24:101,+,0.153
484,38:115,24:101,+,0.126
485,38:115,24:101,+,0.117
486,38:115,24:101,+,0.103
487,38:115,24:101,+,0.13
488,38:115,24:101,+,0.12
489,38:115,24:101,+,0.105
490,38:115,24:101,+,0.086
491,38:115,24:101,+,0.146
492,38:115,24:101,+,0.126
493,38:115,24:101,+,0.134
494,38:115,24:101,+,0.12
495,38:115,24:101,+,0.139
496,38:115,24:101,+,0.117
497,38:115,24:101,+,0.133
498,38:115,24:101,+,0.144
499,38:115,24:101,+,0.128
500,38:115,24:101,+,0.116
501,38:115,24:101,+,0.09
502,38:115,24:101,+,0.126
503,38:115,24:101,+,0.113
504,38:115,24:101,+,0.097
505,38:115,24:101,+,0.134
506,38:115,24:101,+,0.145
507,38:115,24:101,+,0.131
508,38:115,24:101,+,0.119
509,38:115,24:101,+,0.145
510,38:115,24:101,+,0.124
511,38:115,24:101,+,0.1
512,38:115,24:101,+,0.116
513,38:115,20:97,+,0.115
514,38:115,24:101,+,0.116
515,38:115,24:101,+,0.128
516,38:115,24:101,+,0.147
517,38:115,24:101,+,0.101
518,38:115,24:101,+,0.121
519,38:115,24:101,+,0.13
520,38:115,24:101,+,0.106
521,38:115,24:101,+,0.137
522,38:115,24:101,+,0.152
523,38:115,24:101,+,0.127
524,38:115,24:101,+,0.128
525,38:115,24:101,+,0.151
526,38:115,24:101,+,0.113
527,38:115,24:101,+,0.158
528,38:115,24:101,+,0.153
529,38:115,24:101,+,0.12
530,38:115,24:101,+,0.127
531,38:115,24:101,+,0.145
532,38:115,24:101,+,0.1
533,38:115,24:101,+,0.138
534,38:115,24:101,+,0.122
535,38:115,24:101,+,0.178
536,38:115,24:101,+,0.143
537,38:115,24:101,+,0.135
538,38:115,24:101,+,0.122
539,38:115,24:101,+,0.117
540,38:115,24:101,+,0.133
541,38:115,24:101,+,0.137
542,38:115,24:101,+,0.133
543,38:115,24:101,+,0.138
544,38:115,24:101,+,0.109
545,38:115,24:101,+,0.141
546,38:115,24:101,+,0.135
547,38:115,24:101,+,0.156
548,38:115,24:101,+,0.152
549,38:115,24:101,+,0.136
550,38:115,24:101,+,0.145
551,38:115,24:101,+,0.132
552,38:115,24:101,+,0.147
553,38:115,24:101,+,0.122
554,38:115,24:101,+,0.142
555,38:115,24:101,+,0.112
556,38:115,24:101,+,0.109
557,38:115,24:101,+,0.098
558,38:115,18:60,+,0.266
559,38:115,24:101,+,0.138
560,38:115,24:101,+,0.14
561,38:115,24:101,+,0.143
562,38:115,24:101,+,0.134
563,38:115,24:101,+,0.144
564,38:115,24:101,+,0.119
565,38:115,24:101,+,0.139
566,38:115,24:101,+,0.131
567,38:115,24:101,+,0.104
568,38:115,24:101,+,0.118
569,38:115,24:101,+,0.125
570,38:115,24:101,+,0.104
571,38:115,24:101,+,0.114
572,38:115,24:101,+,0.127
573,38:115,24:101,+,0.142
574,38:115,24:101,+,0.134
575,38:115,24:101,+,0.094
576,38:115,24:101,+,0.149
577,38:115,24:101,+,0.131
578,38:115,24:101,+,0.152
579,38:115,24:101,+,0.103
580,38:115,24:101,+,0.137
581,38:115,24:101,+,0.147
582,38:115,24:101,+,0.153
583,38:115,24:101,+,0.175
584,38:115,24:101,+,0.127
585,38:115,24:101,+,0.104
586,38:115,24:101,+,0.157
587,38:115,24:101,+,0.144
588,38:115,24:101,+,0.141
589,38:115,24:101,+,0.142
590,38:115,24:101,+,0.153
591,38:115,24:101,+,0.133
592,38:115,24:101,+,0.131
593,38:115,24:101,+,0.124
594,38:115,24:101,+,0.134
595,38:115,24:101,+,0.13
596,38:115,24:101,+,0.107
597,38:115,24:101,+,0.163
598,38:115,24:101,+,0.111
599,38:115,24:101,+,0.127
600,38:115,24:101,+,0.108
601,38:115,24:101,+,0.138
602,38:115,24:101,+,0.135
603,38:115,24:101,+,0.168
604,38:115,24:101,+,0.12
605,38:115,24:101,+,0.12
606,38:115,24:101,+,0.145
607,38:115,24:101,+,0.125
608,38:115,24:101,+,0.088
609,38:115,24:101,+,0.133
610,24:101,24:101,,0.139
611,24:101,24:101,,0.108
612,24:101,24:101,,0.146
613,24:101,24:101,,0.105
614,24:101,24:101,,0.128
615,24:101,24:101,,0.093
616,24:101,24:101,,0.14
617,24:101,24:101,,0.109
618,24:101,24:101,,0.137
619,24:101,24:101,,0.118
620,24:101,24:101,,0.116
621,24:101,24:101,,0.126
622,24:101,24:101,,0.144
623,24:101,24:101,,0.102
624,24:101,24:101,,0.138
625,24:101,24:101,,0.15
626,24:101,24:101,,0.124
627,24:101,24:101,,0.135
628,24:101,24:101,,0.128
629,24:101,24:101,,0.085
630,24:101,24:101,,0.143
631,24:101,24:101,,0.165
632,24:101,24:101,,0.119
633,24:101,24:101,,0.115
634,24:101,24:101,,0.114
635,24:101,24:101,,0.143
636,24:101,24:101,,0.169
637,24:101,24:101,,0.131
638,24:101,18:60,+,0.308
639,24:101,24:101,,0.108
640,24:101,24:101,,0.13
641,24:101,24:101,,0.121
642,24:101,24:101,,0.086
643,24:101,24:101,,0.115
644,24:101,24:101,,0.132
645,24:101,24:101,,0.151
646,24:101,24:101,,0.126
647,24:101,24:101,,0.126
648,24:101,24:101,,0.137
649,24:101,24:101,,0.159
650,24:101,24:101,,0.132
651,24:101,24:101,,0.114
652,24:101,24:101,,0.116
653,24:101,24:101,,0.172
654,24:101,24:101,,0.147
655,24:101,24:101,,0.123
656,24:101,24:101,,0.1
657,24:101,24:101,,0.124
658,24:101,24:101,,0.096
659,24:101,24:101,,0.103
660,24:101,24:101,,0.128
661,24:101,24:101,,0.133
662,24:101,24:101,,0.12
663,24:101,24:101,,0.134
664,24:101,24:101,,0.129
665,24:101,24:101,,0.131
666,24:101,24:101,,0.136
667,24:101,24:101,,0.145
668,24:101,24:101,,0.1
669,24:101,24:101,,0.155
670,24:101,24:101,,0.122
671,24:101,24:101,,0.122
672,24:101,24:101,,0.109
673,24:101,24:101,,0.09
674,24:101,24:101,,0.124
675,24:101,20:97,+,0.061
676,24:101,24:101,,0.127
677,24:101,24:101,,0.136
678,24:101,24:101,,0.146
679,24:101,20:97,+,0.092
680,24:101,24:101,,0.098
681,24:101,24:101,,0.129
682,24:101,24:101,,0.147
683,24:101,24:101,,0.169
684,24:101,24:101,,0.12
685,24:101,20:97,+,0.124
686,24:101,24:101,,0.141
687,24:101,24:101,,0.08
688,24:101,24:101,,0.131
689,24:101,24:101,,0.126
690,24:101,24:101,,0.137
691,24:101,24:101,,0.109
692,24:101,24:101,,0.116
693,24:101,24:101,,0.141
694,24:101,24:101,,0.129
695,24:101,24:101,,0.148
696,24:101,24:101,,0.101
697,24:101,24:101,,0.134
698,24:101,24:101,,0.079
699,24:101,20:97,+,0.076
700,24:101,24:101,,0.122
701,24:101,24:101,,0.141
702,24:101,24:101,,0.089
703,24:101,24:101,,0.106
704,24:101,24:101,,0.139
705,24:101,24:101,,0.137
706,24:101,24:101,,0.137
707,24:101,24:101,,0.128
708,24:101,24:101,,0.096
709,24:101,24:101,,0.123
710,24:101,24:101,,0.116
711,24:101,24:101,,0.089
712,24:101,24:101,,0.134
713,24:101,24:101,,0.136
714,24:101,24:101,,0.094
715,24:101,24:101,,0.091
716,24:101,24:101,,0.103
717,24:101,24:101,,0.117
718,24:101,24:101,,0.105
719,24:101,24:101,,0.154
720,24:101,24:101,,0.19
721,24:101,24:101,,0.111
722,24:101,24:101,,0.136
723,24:101,24:101,,0.137
724,24:101,24:101,,0.1
725,24:101,24:101,,0.165
726,24:101,24:101,,0.13
727,24:101,24:101,,0.103
728,24:101,24:101,,0.168
729,24:101,24:101,,0.117
730,24:101,24:101,,0.127
731,24:101,24:101,,0.138
732,24:101,24:101,,0.119
733,24:101,24:101,,0.096
734,24:101,24:101,,0.108
735,24:101,24:101,,0.139
736,24:101,24:101,,0.139
737,24:101,24:101,,0.137
738,24:101,24:101,,0.124
739,24:101,24:101,,0.149
740,24:101,24:101,,0.113
741,24:101,24:101,,0.098
742,24:101,24:101,,0.132
743,24:101,24:101,,0.099
744,24:101,24:101,,0.155
745,24:101,24:101,,0.135
746,24:101,24:101,,0.121
747,24:101,24:101,,0.119
748,24:101,24:101,,0.15
749,24:101,24:101,,0.093
750,24:101,24:101,,0.122
751,24:101,24:101,,0.163
752,24:101,24:101,,0.156
753,24:101,24:101,,0.134
754,24:101,24:101,,0.124
755,24:101,24:101,,0.125
756,24:101,24:101,,0.1
757,24:101,24:101,,0.14
758,24:101,20:97,+,0.066
759,24:101,24:101,,0.125
760,24:101,24:101,,0.154
761,24:101,24:101,,0.126
762,24:101,24:101,,0.142
763,24:101,24:101,,0.104
764,24:101,24:101,,0.138
765,24:101,24:101,,0.08
766,24:101,24:101,,0.131
767,24:101,24:101,,0.136
768,24:101,24:101,,0.114
769,24:101,24:101,,0.139
770,24:101,24:101,,0.137
771,24:101,24:101,,0.157
772,24:101,24:101,,0.093
773,24:101,24:101,,0.134
774,24:101,24:101,,0.129
775,24:101,24:101,,0.147
776,24:101,24:101,,0.127
777,24:101,24:101,,0.119
778,24:101,24:101,,0.099
